org_id	remap_id
Josh Brolin [Matthew Kensington]	10197
Jane Curtin	10199
Garrett Morris	10200
Dave Thomas	10201
Drew Carey	10202
Peter Aykroyd	10203
Andrew J. Ferchland	10205
Michael Jordan	10208
 Bugs Bunny	10209
Daffy Duck	10210
Tweety Bird	10211
Patricia Heaton	10212
Courtney Peldon	10214
Adam Hann-Byrd	10215
Michael Cumpsty	10216
Andrew Stevens	10218
Fiona Lewis	10219
Carol Rossen	10220
Courtney Chase	10222
Jay Underwood	10224
Lucy Deakins	10225
Cheryl Pollack	10227
Ellen Green	10228
Billy Morrissette	10229
Lala Sloatman	10230
Scott Paulin	10231
Mark Ballou	10232
Dennis Rodman	10234
Natacha Lindinger	10235
Jay Benedict	10236
Rob Diem	10237
Michael Wong	10239
Carman Lee	10240
Frank Van Keeken	10242
 Cher	10244
Julie Bovasso	10245
Vincent Van Patten	10249
Jenny Neumann	10250
Paula Irvine	10252
Kim Basinger [Maggie O'Connor]	10254
Jimmy Smits [John Travis]	10255
Rufus Sewell [Eric Stark]	10256
Arlys Bettis	10257
Holliston Coleman [Cody]	10258
Christina Ricci [Cheri]	10259
Angela Bettis [Jenna]	10260
Evan Evans	10263
James Stiver	10264
Clyde Howdy	10265
Garry Goodgion	10266
Ken Mayer	10267
William Lanteau	10269
Christopher Rydell	10270
Patricia Richardson	10273
Jessica Biel	10274
Christine Dunford	10275
Steven Flynn	10276
Dewey Weber	10277
Vanessa Zima	10278
Ruth Roman	10280
Patricia Hitchcock	10281
Laura Elliot	10282
Dina Merrill	10284
Maxine John	10285
Marlee Matlin	10286
Jennifer Nash	10287
Guy Remsen	10288
Patricia Resnick	10289
Jack Riley	10290
Annie Ross	10291
Alan Rudolph	10292
Jill St. John	10293
Adam Simon	10294
Joan Tewkesbury	10295
Marvin Young	10296
Althea Gibson	10297
Scott Shaw	10298
Michael Tolkin	10299
Angela Hall	10300
Margery Bond	10301
Susan Emshwiller	10302
Jeff Weston	10303
Pamela Bowen	10304
Justin Elvin	10306
Elizabeth Ashley	10307
Renee Zellweger [the title character of USA Films' Nurse Betty - 2000]	10312
Morgan Freeman [Charlie]	10313
Chris Rock [Wesley]	10314
Greg Kinnear [Dr. David Ravell]	10315
James Dean	10318
Sal Mineo	10319
Jim Backus	10320
Jack Simmons	10321
Marietta Canty	10322
Nick Dennis	10324
Wright King	10325
Richard Garrick	10326
Charles Bronson	10328
Gordon Jackson	10329
John Leyton	10330
Nigel Stock	10331
Jud Taylor	10332
Angus Lennie	10333
Aneta Corseaut	10336
Earl Rowe	10337
Olin Howlin	10338
Stephen Chase	10339
John Benson	10340
Leslie Stefanson	10342
Malcolm Brownson	10343
Benjamin Brock	10344
Scott Michael Campbell	10345
Zack Zeigler	10346
Samuel Lloyd	10347
Bob Sarlatte	10348
Bob Greene	10349
Tom Barlow	10350
Marcia Gay Holden	10351
Tom Courtenay	10353
Siobhan McKenna	10354
Rita Tushingham	10355
Klaus Kinski	10356
Jennifer Jones	10359
Coleen Gray	10361
Jay C. Flippen	10362
Marie Windsor	10363
Tico Wells	10365
Ralf Moeller	10366
Audrey Christie	10368
Barbara Loden	10369
Zohra Lampert	10370
Fred Stewart	10371
Steven Keats	10374
Stephen Elliott	10375
Kathleen Tolan	10376
Fred Scollay	10377
Lauren Hutton	10380
Robert Wightman	10381
Bill Cosby	10383
Don Novello	10384
Adam Zolotin	10385
Todd Bosley	10386
Mario Yedidia	10387
Jeremy Lelliott	10388
Rickey D'Shon Collins	10389
Hugo Hernandez	10390
Rock Hudson	10392
Mercedes McCambridge	10393
Chill Wills	10394
Jane Withers	10395
Earl Holliman	10396
Alexander Scourby	10397
Julie Harris	10399
Burl Ives	10400
Harold B. Gordon	10401
Michele Carey	10403
Charlene Holt	10404
Arthur Hunnicutt	10405
Christopher George	10406
Johnny Crawford	10407
Bryan White	10410
Alida Valli	10414
Martin Miller	10415
Celia Johnson	10418
Jack Hedley	10419
Stanley Holloway	10420
Cyril Raymond	10421
Rosemary Leach	10422
Joyce Carey	10423
Marion Mack	10427
Charles Smith	10428
Frank Barnes	10429
Joe Keaton	10430
Doris Bowden	10432
Russell Simpson	10433
O. Z. Whitehead	10434
Eddie Quillan	10435
Zeffie Tilbury	10436
Fred MacMurray	10438
Barbara Stanwyck	10439
Jean Heather	10440
Byron Barr	10441
Richard Gaines	10442
Sydney Chaplin	10445
Andre Eglevsky	10446
Melissa Hayden	10447
Charles Chaplin	10448
Shaquille O'Neal	10450
Matt Nover	10451
Anfernee Hardaway	10452
"Anfernee ""Penny"" Hardaway"	10453
Allan Houston	10454
Joey Cramer	10459
Debbie Reynolds	10462
Jean Hagen	10463
Cyd Charisse	10464
Millard Mitchell	10465
Douglas Fowley	10466
King Donovan	10467
Bob Watson	10468
Jimmie Thompson	10469
Judy Landon	10470
Stuart Holmes	10471
Dawn Addams	10472
Elaine Stewart	10473
Wilson Wood	10474
Dorothy Patrick	10475
Joi Lansing	10476
David Sharpe	10477
Patricia Denise	10478
George Peppard	10480
Buddy Ebsen	10481
Cate Blanchett [Elizabeth]	10484
Geoffrey Rush [Sir Francis Walsingham]	10485
Joseph Fiennes [Robert Dudley]	10486
Richard Attenborough [Sir William Cecil]	10487
Christopher Eccleston [the Duke of Norfolk]	10488
Edward Hardwicke	10489
Kathy Burke	10490
Brendan O'Hea	10491
Eric Cantona	10492
Fanny Ardant [Mary of Guise]	10493
Daniel Craig	10494
Angus Deayton	10495
Sandra Hess	10498
"Lynn ""Red"" Williams"	10499
Keith Cooke	10500
Brian Thompson	10501
Chris Conrad	10502
Dana Hee	10503
Deron McBee	10504
Tyrone Wiggins	10505
Inger Stevens	10507
Arlene Golonka	10508
Jack Nicholson [Nevada homicide detective Jerry Black]	10510
Dale Dickey	10511
Costas Mandylor	10512
Pauline Roberts	10513
Jean-Hugues Anglade	10517
Tai Thai	10518
Bruce Ramsay	10519
Kario Salem	10520
Salvator Xuereb	10521
Julia Vysotsky	10523
Sultan Islamov	10524
A. Kalyagin	10525
Bryan Adams	10526
Stanislav Varkki	10527
Vladas Bagdonas	10528
Evgeni Mironov	10529
Yelena Fomina	10530
Yevgeni Mironov	10531
Elena Fomina	10532
Marina  Politsejmako 	10533
Ruslan Naurbiev	10534
Cecilia Thomson	10535
Julia Vissotskaya	10536
Eugenj Mironov	10537
Toby Froud	10542
Melanie Griffith [Honey Whitlock]	10544
Stephen Dorff [A lunatic film director]	10545
Alicia Witt [Cherish]	10546
Maggie Gyllenhaal [Raven]	10547
Kevin Tighe	10550
Robin Givens	10553
Eartha Kitt	10554
Jamal Mixon	10556
Jann Carl	10557
Clive Owen	10561
Clea Lewis	10562
Alexandra Hedison	10563
Jason James Richter	10566
Jayne Atkinson	10567
August Schellenberg	10568
Michael Bacall	10569
Molly Shannon [Mary Katherine Gallagher]	10572
Will Ferrell [Sky]	10573
Elaine Hendrix [Evian]	10574
Harland Williams [Slater]	10575
Jason Sehorn	10576
Anne Pitoniak	10580
Irma St. Paul	10581
Michel Perron	10582
Dorothy Gordon	10583
Rita Tucket	10584
Diane Amos	10585
Dawn Ford	10586
T.J. Kenneally	10587
Roderick McLachlan	10588
Bill Corday	10589
Gordon McCall	10590
Robert Brewster	10591
Eric Hoziel	10592
France Nuyen	10595
Kieu Chinh	10596
Lisa Lu	10597
Lauren Tom	10598
Chao Li Chi	10599
Lysette Anthony	10601
Mark Blankfield	10602
Clive Revill	10603
Chuck McCann	10604
Avery Schreiber	10605
Ezio Greggio	10606
Stanley Baker	10611
Gia Scala	10612
 Kid 'N Play	10614
 Full Force	10615
Robin Harris	10616
A.J. Johnson	10617
Alex Vincent	10620
Gerrit Graham	10621
Christine Elise	10622
Grace Zabriskie	10623
Dale Midkiff	10625
Scott Baio	10627
Harvey Atkin	10629
Kate Lynch	10630
Russ Banham	10631
Kristine DeBell	10632
Harry O'Reilly	10636
Susan Norfleet	10637
James Rothenberg	10638
Eric Morgan Stuart	10639
Barry Sherman	10640
Chelsea Lagos	10641
Bill Bolender	10642
Jubal Palmer	10643
Marti Greene	10644
Helen Childress	10645
David Pirner	10646
Mick Lazinski	10647
Amy Stiller	10648
Pat Crawford Brown	10649
Evan Dando	10650
Maya Angelou	10653
Brendan Fraser [the title character]	10655
Alfred Molina [Snidely Whiplash]	10656
Sarah Jessica Parker [Nell Fenwick]	10657
Brant Van Hoffman	10658
Eddie Moore	10659
Emmanuelle Vaugier	10660
Kirk Douglas [Harry Agensky]	10663
Lauren Bacall [Sin-Dee]	10664
Val Bisoglio	10665
Mariah O'Brien [Tiffany]	10666
Charlie Talbert	10670
Anna Thomson	10671
Lindsay Price	10672
William S. Burroughs	10675
Rodney Harvey	10676
Chiara Caselli	10677
Michael Parker	10678
Mickey Cottrell	10679
Steve MacIntosh	10683
Stephen Tompkinson	10686
Philip Jackson	10687
Peter Martin	10688
Sue Johnston	10689
Mary Healey	10690
Lill Roughley	10691
Melanie Hill	10692
Peter Gunn	10693
Stephen Moore	10694
Olga Grahame	10695
Toni Garlacki	10696
Sky Ingram	10697
Luke McGann	10698
Christopher Tetlow	10699
Bernard Wrigley	10700
Ken Kitson	10701
Adrian Hood	10702
Sally Adams	10703
Tubby Andrews	10704
Katherine Dow Beyton	10705
Adam Fogerty	10706
Vanessa Know-Mawer	10707
Sally Ann Matthews	10708
Jacqueline Naylor	10709
Bob Rodgers	10710
Max Smith	10711
Ronnie Stevens	10712
Peter Wallis	10713
Yoshi Oida	10716
Ken Ogata	10717
Hideko Yoshida	10718
Judy Ongg	10719
Ken Mitsuishi	10720
Yutaka Honda	10721
Barbara Lott	10722
Michael Feast	10725
Jane Horrocks	10727
Melanie Griffith [Lucille]	10729
David Morse [Dove]	10730
Lucas Black [Peejoe]	10731
Louis Miller	10732
Rod Steiger [Judge Mead]	10733
Paul Mazursky	10734
Kimberly Williams	10738
George Newbern	10739
Ruth Buzzi	10740
Dulcy Rogers	10741
Jerry Lewis	10744
Vincent Gallo	10745
Paulina Porizkova	10746
Otto Wernicke	10749
Gustaf Grundgens	10750
Gustaf Gründgens	10751
Theo Lingen	10752
Theodor Loos	10753
Ellen Widmann	10754
Inge Landgut	10755
Georg John	10756
Ernst Stahl-Nachbaur	10757
Paul Kemp	10758
Rudolf Blumner	10759
Karl Platen	10760
Gerhardt Bienert	10761
Rosa Valetti	10762
Hertha von Walther	10763
Fritz Odemar	10764
Friedrich Gnass	10765
Heinrich Gretler	10766
Lotte Lobinger	10767
 Isenta	10768
Leonard Steckel	10769
Albert Karchow	10770
Edgar Pauly	10771
Werner Kepich	10772
Gunther Neumann	10773
Hermann Krehan	10774
Josef Almas	10775
 Kurth	10776
Carl Balthaus	10777
 Leeser	10778
Hans Behal	10779
Rosa Lichenstein	10780
 Carell	10781
Sigurd Lohde	10782
Hugo Doblin	10783
Alfred Loretto	10784
J.A. Eckhoff	10785
 Mascheck	10786
Else Ehser	10787
 Matthis	10788
Karl Elzer	10789
Paul Mederow	10790
Erwin Faber	10791
Margarete Melzer	10792
Ilse Furstenberg	10793
Trude Moss	10794
 Gelingk	10795
Hadrian M. Netto	10796
 Goldstein	10797
 Nied	10798
Anna Goltz	10799
Klaus Pohl	10800
Heinrich Gotho	10801
Franz Polland	10802
Gunther Hadank	10803
 Rebane	10804
Robert Hartberg	10805
Paul Rehkopf	10806
Ernst Paul Hempel	10807
 Reihsig	10808
Oscar Hocker	10809
 Rhaden	10810
Albert Hoermann	10811
Hans Ritter	10812
Max Sablotski	10813
Alexander Sascha	10814
Agnes Schulz-Lichterfeld	10815
Karl Heinz Stroux	10816
 Swinborne	10817
Wolf Trutz	10818
Otto Waldis	10819
Borwin Walth	10820
Rolf Wanka	10821
Gelin Wannemann	10822
Ernst Wulf	10823
Bruno Zeiner	10824
Josef Damen	10825
Maja Norden	10826
Soon-Yi Previn	10832
Susan Norman	10834
Marie-Christine Barrault	10836
Cynthia Gibb	10837
Gordon Michael Woolvett	10840
Nick Stabile	10841
Sarah Peirse	10843
Diana Kent	10844
Simon O'Connor	10845
Kevin McCarthy	10848
Carolyn Jones	10849
Larry Gates	10850
Ralph Dumke	10851
Jean Willes	10852
Frank Silvera	10856
Jamie Smith	10857
Irene Kane	10858
Ruth Sobotka	10859
Felice Orlandi	10860
Ralph Roberts	10861
Jerry Jarret	10862
Mike Dana	10863
Sheryl Crow	10866
John Lennon	10868
Paul McCartney	10869
Ringo Starr	10870
George Harrison	10871
William Ragsdale	10873
Amanda Bearse	10874
Stephen Geoffreys	10875
Roddy McDowell	10876
Davor Dujmovic	10878
Ljubica Adzovic	10879
Elvira Sali	10880
Husnija Hasimovic	10881
Sinolicka Trpkova	10882
Bora Todorovic	10883
Bob Wilke	10885
Timothy Scott	10886
Jackie Shultis	10887
Sean Penn [Emmet Ray]	10889
Samantha Morton [Hattie]	10890
Uma Thurman [Blanche]	10891
Vincent Guastaferro	10892
Kaili Vernoff	10893
Edith Meeks	10895
Larry Maxwell	10896
Scott Renderer	10897
James Lyons	10898
Forest Whitaker [Ghost Dog]	10900
John Tormey	10901
Damon Whitaker	10902
Vince Viverito	10903
Chuck Jeffreys	10904
Yan Ming Shi	10905
Vinnie Vella	10906
Joe Rigano	10907
Isaach de Bankole	10908
Clebert Ford	10909
Angel Caban	10910
Jonathan Cook	10911
Tracy Howe	10912
Vanessa Hollingshead	10913
Sharon Angela	10914
 RZA	10915
Paulette Goddard	10917
Henry Bergman	10918
Chester Conklin	10919
Tiny Sandford	10920
Hank Mann	10921
Stanley Blystone	10922
Allan Garcia	10923
Georgina Hale	10925
Mack Swain	10926
Cynda Williams	10929
Jimi Bridges	10930
Ramon Bieri	10932
Alan Vint	10933
Timothy Busfield	10936
Brock Pierce	10937
Zachery Ty Bryan	10938
Rex Harrison	10940
Gladys Cooper	10941
Isobel Elsom	10942
Mona Washbourne	10943
Kate Winslet [Julia]	10946
Bella Riza	10947
Carrie Mulen	10948
Pierre Clementi	10949
Saïd Taghmaoui	10950
Tim Robertson	10952
Harvey Keitel [P.J. Waters]	10953
Kate Winslet [Ruth]	10954
Sophie Lee	10955
Tim Rogers	10956
Emil Jannings	10959
Kurt Gerron	10960
Hans Albers	10961
Rosario Dawson	10964
Marcello Robinson	10965
Robert Ri'chard	10966
Serena Altschul	10967
Bruce Abbott	10970
David Gale	10971
Robert Sampson	10972
Evan Bonifant	10974
Steve Cropper	10975
"Donald ""Duck"" Dunn"	10976
Murphy Dunne	10977
Willie Hall	10978
Lou Marini	10979
Tom Malone	10980
Alan Rubin	10981
Matt Murphy	10982
Aretha Franklin	10983
B.B. King	10984
Nia Peeples	10985
Sam Moore	10986
Wilson Pickett	10987
Eddie Floyd	10988
Jonny Lang	10989
Steve Lawrence	10990
Junior Wells	10991
Lonnie Brooks	10992
Bobbie Sheehan	10993
Brendan Hill	10994
Chan Kinchla	10995
Jeff Morris	10996
Shannon Johnson	10997
Darrell Hammond	10998
Sharon Riley	10999
Faith Chorale	11000
Prakash John	11001
Fred Keeler	11002
Shiraz Tayyeb	11003
John T. Davis	11004
Jeff Baxter	11005
Gary U.S. Bonds	11006
Clarence Clemons	11007
Jacques de Johnette	11008
Bo Diddley	11009
John Faddis	11010
 Dr. John	11011
Tommy McDonnell	11012
Charlie Musselwhite	11013
Billy Preston	11014
Joshua Redman	11015
Koko Taylor	11016
Jimmie Vaughan	11017
Wylie Weeks	11018
Steve Winwood	11019
Grover Washington	11020
Paul Shaffer	11021
Walter Levine	11022
Tom Davis	11023
Gloria Slade	11024
Jennifer Irwin	11025
Leon Pendarvis	11026
Steve Potts	11027
Birch Johnson	11028
Demo Cates	11029
Michael Bondar	11030
Slavko Hochevar	11031
Igor Syyouk	11032
Victor Pedtrchenko	11033
Wally High	11034
Richard Kruk	11035
George Sperdakos	11036
Esther Ridgeway	11037
Gloria Ridgeway	11038
Gracie Ridgeway	11039
Howard Hoover	11040
Jillian Hart	11041
Liz Gordon	11042
Susan Davy	11043
Soo Garay	11044
Chris Marshall	11045
Nicholas Rice	11046
Max Landis	11047
Danny Ray	11048
Sandi Ross	11049
Patrick Patterson	11050
Candide Franklin	11051
J. Evan Bonifant	11052
Ray Allen	11054
Hill Harper	11055
Kim Director	11056
J.C. MacKenzie	11057
Lauren Hulsey	11060
Mark Joy	11061
Jean Schertler	11062
Al Freeman	11065
Albert Hall	11066
Kate Vernon	11067
Veronica Webb	11068
Timothy Daly	11070
Robbie Robertson	11072
Anthony Newley	11075
Katie Barberi	11076
Jack Klugman	11078
Geoffrey Rush	11080
Alex Rafalowicz	11081
Richard Wilson	11083
John Standing	11084
Anna Chancellor	11085
Nicholas Woodeson	11086
Mark Collins	11088
Maureen Gallagher	11089
Kelley Hazen	11090
Shawnee Smith	11093
Fredric March	11095
Florence Eldridge	11096
Dick York	11097
Donna Anderson	11098
Elliot Reid	11099
Adam Hendershott	11102
Scott Lawrence	11103
Robert Trebor	11105
Alex Henteloff	11106
William McNamara	11110
John Shea	11111
Thacher Goodwin	11112
Kelly Hu	11114
David Opatoshu	11116
Lila Kedrova	11117
Ludwig Donath	11118
Hansjoerg Felmy	11119
Hansjorg Felmy	11120
Tamara Toumanova	11121
Harold J. Stone	11123
Esther Minciotti	11124
Charles Cooper	11125
Laurinda Barrett	11126
C. Aubrey Smith	11128
Reginald Denny	11129
Judith Anderson	11130
Michael Chekhov	11132
Rhonda Fleming	11133
John Emery	11134
Steven Geray	11135
Jeffrey Nordling	11139
Gustavo Laborie	11143
Jeremy Hotz	11144
Michael G. Hagerty	11145
Francis Guinan	11146
 Tamia	11147
Enrique Murciano	11148
Jessica Diz	11149
Connie Ray	11150
Royale Watkins	11151
Tim Conway	11152
Dann Florek	11155
Ricky Harris	11156
Peter Murnik	11157
Wayne Duvall	11158
Lisa Fuhrman	11159
Brian Bonsall	11161
Marty Allen	11162
Leah Lail	11164
Luc Robitaille	11165
Ann Dowd	11168
Josh Ryan Evans	11172
Andre Lacombe	11174
Corin Nemec	11177
Mojo Nixon	11182
Rachel McLish	11184
Christopher Cazenove	11185
Horst Buchholz	11186
Sonny Chiba	11187
Ray Mancini	11188
Stephen Dorff	11190
Jeanie Drynan	11192
Gennie Nevinson	11193
Henry Simmons	11195
Julie Benz	11198
Rose McGowen	11199
Marilyn Manson	11200
Karyn Parsons	11202
Gwynyth Walsh	11204
Craig Kelly	11208
Gary Cooper	11210
Katy Jurado	11211
Otto Kruger	11212
Lon Chaney	11213
Ian MacDonald	11214
Eve McVeagh	11215
Emily Bergl	11220
Zachary Ty Bryan	11221
J. Smith-Cameron	11222
Gordon Clapp	11223
Rachel Blanchard	11224
Daniel Meyer	11227
Jessica Capshaw	11228
Keene Curtis	11232
Alice Playten	11233
Danny Zorn	11234
Roger Berlind	11235
Keith Carradine	11238
Keith Szarabajka	11239
Chelsea Fields	11240
Minnie Driver [Mona Hibbard]	11242
Colleen Rennison	11243
Hallie Kate Eisenberg [Vanessa]	11244
Joey Lauren Adams [Ruby]	11245
Kathleen Turner [Verna Chickle]	11246
Ali Landry	11247
Kathleen Robertson	11248
Jordan Lund	11249
Kristin McQuaid	11250
Brittany Crutchfield	11251
Chuti Tiu	11252
Daniel Dehring	11253
Dawn Heusser	11254
Jacqueline Steiger	11255
Cynthia Nixon	11258
Helen Stenborg	11259
Kelly Ripa	11260
Richard Roxburgh	11264
Russell Kiefel	11265
John Gaden	11266
Ben McIvor	11267
Marshall Napier	11268
Ken Radley	11269
Fiona Press	11270
Alex Menglet	11271
Rowan Woods	11272
Harold Hopkins	11273
Heather Mitchell	11274
Stephen Abbott	11275
Dennis Watkins	11276
Ron Haddrick	11277
Barry Langrishe	11278
Robbie McGregor	11279
Roy Billing	11280
Michael Rappaport	11283
Alan Oliney	11284
Chuck Hosack	11285
Terry Kinney	11288
Laila Robins	11289
Asia Argento	11292
Nadia Rinaldi	11293
Coralina Cataldi Tassoni	11294
Lisa Nicole Carson	11297
Khalil Kain	11298
Michael Beach	11301
Mekhi Phifer	11302
Brandon Hammond	11303
Jeffrey Sams	11304
Carl Wright	11305
Mel Jackson	11306
John M. Watson	11307
Jermaine Dupri	11310
Monica Calhoun	11313
Sanaa Lathan	11314
Victoria Dillard	11315
 Kyme	11317
Joe Seneca	11318
Ellen Holly	11319
Art Evans	11320
Branford Marsalis	11321
Tyrin Turner	11325
Vonte Sweet	11326
Tuesday Knight	11328
Ken Sagoes	11329
Andras Jones	11330
Gong Li	11333
Li Baotian	11334
Li Xuejian	11335
Sun Chun	11336
Wang Xiaoxiao	11337
Shun Chun	11338
David Hunt	11340
Dana Ashbrook	11344
Madchen Amick	11345
Julee Cruise	11346
Frank Silva	11347
Al Strobel	11348
Phoebe Augustine	11349
Michael J. Anderson	11350
Rick Aiello	11351
Catherine E. Coulson	11352
Gary Hershberger	11353
Gary Bullock	11354
John Colicos	11356
Peter Boyden	11358
John McMartin	11359
Ray Toler	11362
Steve Key	11363
Dan Conway	11364
Stan Cahill	11365
Andrea Nittoli	11366
Lisa Jolliff-Andoh	11369
Amanda Peet	11377
Christopher Durang	11378
Andrew McFarlane	11379
Drew Nieporent	11380
Matthew Beisner	11385
Sinead Cusack	11386
Chaya Cuenot	11387
Eloise Eonnet	11388
Richard Johnson	11391
Valentine Dyall	11392
Fay Compton	11393
Rosalie Crutchley	11394
Ronald Adam	11395
John Schuck	11397
Corey Fischer	11398
Patrick Malahide	11400
Craig Bierko	11401
Ying Ruicheng	11404
Alex Wiesendanger	11405
Jean-Claude Van Damme [Luc Deveraux]	11408
Heidi Schanz	11409
Justin Lazard	11410
Bill Goldberg [Romeo]	11411
James Black	11412
Brent Hinkley	11413
Woody Watson	11414
Kiana Tom	11415
Janet Gunn	11419
Aki Aleong	11420
Louis Mandylor	11421
Abdel Qissi	11422
Lee Marvin	11426
Robert Ryan	11427
Trini Lopez	11428
Shawn Hatosy [Tim Dunphy]	11431
Amy Smart [Jane Weston]	11432
Philip Hoffman	11434
Teri Polo	11438
Jonathan Brandis	11440
John Wesley Shipp	11441
Alexandra Johnes	11442
Kenny Morrison	11443
Melvyn Douglas	11445
John Ashley	11446
Whit Bissell	11447
Val Avery	11448
Sheldon Allman	11449
Jackie Gleason	11452
Myron McCormick	11453
Michael Constantine	11454
Jake LaMotta	11455
Nesbitt Blaisdell	11461
Dominick Dunne	11462
Jacqueline Heinze	11463
Meg Ryan [Eve]	11465
Diane Keaton [Georgia]	11466
Lisa Kudrow [Maddy]	11467
Walter Matthau [Lou]	11468
Adam Arkin	11469
Tracee Ellis Ross	11470
Ethan Dampf	11471
Brian Murray	11474
Rebecca Jenkins	11475
John Ottavino	11476
Robert Hegyes	11477
Kelly Willis	11478
Ester Rolle	11480
Jon Voigt	11481
Adrien Brody [Van]	11483
Orlando Jones	11484
Rebekah Johnson	11485
Joe Mantegna [Nate]	11486
Bebe Neuwirth [Ada]	11487
Richard Kline	11488
Carolyn Murphy [Dubbie]	11489
Evan Neumann	11490
Frania Rubinek	11491
Gerry Rosenthal	11492
Justin Chambers	11493
Enrique Castillo	11495
Joshua Seth	11499
Mona Marshall	11500
Vincent Perez	11503
Richard Brooks	11504
Beverly Mitchell	11505
Rita Gam	11510
Charles Cioffi	11511
Dorothy Tristan	11512
Mildred Dunnock	11514
Jerry Mathers	11515
Royal Dano	11516
Edna Best	11517
Nova Pilbeam	11518
Hugh Wakefield	11519
Pierre Fresnay	11520
George Curzon	11521
Paul Burke	11522
Todd Martin	11523
Sam Melville	11524
Judy Pace	11525
Herschel Bernardi	11527
Bruce Yarnell	11528
Hope Holiday	11529
Grace Lee Whitney	11530
Tura Satana	11531
Harriette Young	11532
Paul Dubov	11533
Howard McNear	11534
Cliff Osmond	11535
Diki Lerner	11536
Herb Jones	11537
André Previn	11538
Frank Sinatra	11541
Barbara Nichols	11542
Bobby Sherwood	11543
Hank Henry	11544
Elizabeth Patterson	11545
Robin Morse	11546
John Tate	11548
Lola Brooks	11549
Lou Vernon	11550
Ken Wayne	11551
Richard Meikle	11552
Harp McGuire	11553
Jim Barrett	11554
Basil Buller Murphy	11555
Keith Eden	11556
Grant Taylor	11557
John Royle	11558
Frank Gatliff	11559
Ernie Kovacs	11562
Hermione Gingold	11563
Janice Rule	11564
Osgood Perkins	11566
Edie Adams	11569
Naomi Stevens	11570
Joyce Jameson	11571
William Powell	11574
Carole Lombard	11575
Mischa Auer	11576
Eugene Pallette	11577
Alice Brady	11578
Jean Dixon	11579
Pat Flaherty	11580
Jean Rogers	11581
Myrna Loy	11584
Nat Pendleton	11585
Leslie Caron	11588
Louis Jourdan	11589
Jacques Bergerac	11590
John Abbott	11591
Monique Van Vooren	11592
Corbin Bernsen [Roger Dorn]	11595
Jensen Daggett	11596
Bob Uecker	11597
Takaaki Ishibashi [Taka Tanakain Warner Brothers' Major League: Back To The Minors - 1998]	11598
Ted McGinley [Leonard Huff]	11599
Rupert Everett [Robert]	11603
Benjamin Bratt [Ben]	11604
Michael Vartan [Kevin]	11605
Malcolm Stumpf [Sam]	11606
Mark Valley	11607
Stacy Edwards	11608
Christopher Murvey	11610
Yeardley Smith	11611
John Pankow	11613
Kate McNeil	11614
Christine Forrest	11615
Brian Krause	11618
Myriam Cyr	11621
Robert Picardo	11623
Jackie Joseph	11624
Shawn Nelson	11625
Terence Knox	11630
Paul Scherrer	11631
Ryan Bollman	11632
Christie Clark	11633
Rosalind Allen	11634
Ned Romero	11635
Belinda Bauer	11637
Gabriel Damon	11638
Traci Bingham	11640
Terry Farrell	11643
Paula Marshall	11644
Kevin Bernhardt	11645
Peter Boynton	11646
Doug Bradley	11647
Lisa Simone	11650
Shug Fisher	11651
Don Sullivan	11652
Valentina Vargas	11657
Charlotte Chatton	11658
Adam Scott	11659
Kim Myers	11660
Christine Harnos	11661
Vincent Kartheiser	11665
Dirk Benedict	11666
Ben Cardinal	11667
Don S. Davis	11668
Stephen E. Miller	11669
Kristen Lehman	11670
Ele Keats	11672
Susan Clark	11674
David Wayne	11675
Dan Monahan	11679
Wyatt Knight	11680
Mark Herrier	11681
Roger Wilson	11682
Nancy Parsons	11683
Kaki Hunter	11684
Carl Michael Lindner	11689
Tom Poston	11690
Doris Belack	11691
Susan Ruttan	11692
Barbara Williams	11693
Catherine Paolone	11694
Holly Robinson Peete	11697
Mary Astor	11699
Gladys George	11700
Barton MacLane	11701
Jerome Cowan	11702
James Burke	11703
Murray Alper	11704
Emory Parnell	11705
Robert Homans	11706
William Hopper	11707
Jack Mower	11708
Tab Hunter	11711
Connie Stevens	11712
Lorna Luft	11713
Richard Bohringer	11719
Alan Howard	11720
Gary Olsen	11721
Ian Dury	11722
James Marsden [Derrick]	11725
Lena Headey [Jones]	11726
Norman Reedus [Travis]	11727
Joshua Jackson [Beau]	11728
Eric Bogosian [Professor Goodwin]	11729
Sharon Lawrence	11730
Edward James Olmos [Detective Curtis]	11731
Loren Dean [Dr. Mumford]	11735
Hope Davis [Sofie Crisp]	11736
Jason Lee [Skip Skipperton]	11737
Alfre Woodard [Lily]	11738
Mary McDonnell [Althea Brockett]	11739
Pruitt Taylor Vince [Henry Follett]	11740
Martin Short [Lionel Dillard]	11741
David Paymer [Dr. Ernest Delbanco]	11742
Ted Danson [Jeremy Brockett]	11743
Jason Ritter	11744
Eddie McClintock	11745
Michael Michele	11747
Gary Jones	11748
Lorenzo Orr	11749
Vladimir Cuk	11750
Travis Ford	11751
Jack Karuletwa	11752
Chris Spencer	11753
Kirk Baily	11754
Marcus Chong	11756
Anthony Griffith	11757
 Nefertiti	11758
Jenifer Lewis	11759
Melvin Van Peebles	11760
Ian Bannen [Jackie O'Shea]	11763
David Kelly [Michael O'Sullivan]	11764
Fionnula Flanagan	11765
Susan Lynch [Maggie]	11766
James Nesbitt [Pig Finn]	11767
Eileen Dromey	11768
Alexander Goodwin	11771
James Costa	11772
